id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
1671,,Rue des Tanneurs,140.0,7730.0,Estaimbourg,Hainaut,RDC - magasin masure,,,,"140.0 Rue des Tanneurs, Estaimbourg, Hainaut, Belgium 7730",50.6763992,3.3088529
1672,,Rue du Ménil,45.0,1420.0,Braine-l Alleud,Brabant Wallon,local appartenant a la commune,,,,"45.0 Rue du Ménil, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6918328,4.3931893
1673,,Rue du Tienne,48.0,5621.0,Thy-le-Bauduin,Namur,"rez, buvette",,,,"48.0 Rue du Tienne, Thy-le-Bauduin, Namur, Belgium 5621",50.302572,4.5166736
1674,,Allée des Sports,9.0,1480.0,Tubize,Brabant Wallon,entrée salle,,,,"9.0 Allée des Sports, Tubize, Brabant Wallon, Belgium 1480",50.6854552,4.2009531
1675,,Plaine des Sports,20.0,1970.0,Wezembeek-Oppem,Vlaams-Brabant,buvette,,,,"20.0 Plaine des Sports, Wezembeek-Oppem, Vlaams-Brabant, Belgium 1970",50.8433755,4.487436
1676,,Rue de la Concorde,41.0,4800.0,Verviers,Liège,"rez, acceuil",,,,"41.0 Rue de la Concorde, Verviers, Liège, Belgium 4800",50.59066,5.85575
1677,,"P.I. Hauts Sarts, 2ième avenue",,4040.0,Herstal,Liège,"rez, hall entrée",,,," P.I. Hauts Sarts, 2ième avenue, Herstal, Liège, Belgium 4040",50.6954702,5.6264984
1678,,Rue Carrière du Parrain,13.0,5660.0,Pesche,Namur,entresol vestiaires,,,,"13.0 Rue Carrière du Parrain, Pesche, Namur, Belgium 5660",50.0506907,4.4582721
1679,,Blvd de Lauzelle,,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,," Blvd de Lauzelle, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6728665,4.6065641
1680,,Rue du Stade Communal S/N,,7540.0,KainTournai),Hainaut,cafétaria,,,," Rue du Stade Communal S/N, KainTournai), Hainaut, Belgium 7540",50.6302004,3.3879256
1681,,Avenue Alphonse Allard,210.0,1420.0,Braine-l Alleud,Brabant Wallon,"rez, toilette",,,,"210.0 Avenue Alphonse Allard, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6755087,4.3823656
1682,,Rue des Dames,79.0,7080.0,Frameries,Hainaut,buvette,,,,"79.0 Rue des Dames, Frameries, Hainaut, Belgium 7080",50.4132263,3.8927229
1683,,Rue Drève des Brûlés ,59.0,1150.0,Bruxelles,Bruxelles-Brussel,rez-de-chaussée,,,,"59.0 Rue Drève des Brûlés , Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8232768,4.4581468
1684,,Chaussée de Hal,,1400.0,Nivelles,Brabant Wallon,parking l I.P.O.T.,,,," Chaussée de Hal, Nivelles, Brabant Wallon, Belgium 1400",50.6206137,4.3216664
1685,,Rue de Lillois,19.0,1421.0,Braine-l Alleud,Brabant Wallon,"rez, buvette",,,,"19.0 Rue de Lillois, Braine-l Alleud, Brabant Wallon, Belgium 1421",50.6606591,4.3563051
1686,,Place de Brouckère ,1.0,1000.0,Bruxelles,Bruxelles-Brussel,droite caisses automatiques,,,,"1.0 Place de Brouckère , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8512113,4.3528872
1687,,Gevangenisstraat ,10.0,8000.0,Brugge,West-Vlaanderen,dispatching uitgang,,,,"10.0 Gevangenisstraat , Brugge, West-Vlaanderen, Belgium 8000",51.2066319,3.22935
1688,,Rue de l Eglise ,,1150.0,Bruxelles,Bruxelles-Brussel,Adispatching sortie parking,,,," Rue de l Eglise , Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8407211,4.4634331
1689,,Boulevard Emile Jacmain ,14.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatching sortie,,,,"14.0 Boulevard Emile Jacmain , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8539264,4.3541238
1690,,Eikenstraat ,9.0,2000.0,Antwerpen,Antwerpen,dispatching -1,,,,"9.0 Eikenstraat , Antwerpen, Antwerpen, Belgium 2000",51.2189682,4.4103628
1691,,Naaldenstraat,10.0,8000.0,BRUGGE,West-Vlaanderen, in-uitgang wagens,,,,"10.0 Naaldenstraat, BRUGGE, West-Vlaanderen, Belgium 8000",51.2106207,3.2221244
1692,,Zilverpand ,14.0,8000.0,BRUGGE,West-Vlaanderen,dispatching,,,,"14.0 Zilverpand , BRUGGE, West-Vlaanderen, Belgium 8000",51.20637749999999,3.2201328
1693,,Avenue de la Toison d or,20.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatching sortie,,,,"20.0 Avenue de la Toison d or, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8362106,4.3564723
1694,,Place de la Monnaie,25.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatch sortie caisses,,,,"25.0 Place de la Monnaie, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8496918,4.3532151
1695,,Drève des Alliés ,,6530.0,Thuin,Hainaut,hall polyvalent,,,," Drève des Alliés , Thuin, Hainaut, Belgium 6530",50.3393888,4.3034205
1696,,Rue de Fleurjoux,50.0,6220.0,Fleurus,Hainaut,hall d entrée,,,,"50.0 Rue de Fleurjoux, Fleurus, Hainaut, Belgium 6220",50.4704968,4.5594888
1697,,Rue Nicolas Roeltgen ,60.0,6717.0,Nothomb,Luxembourg,local du CTT,,,,"60.0 Rue Nicolas Roeltgen , Nothomb, Luxembourg, Belgium 6717",49.7711478,5.7864165
1698,,Rue des Beaux Prés,,1370.0,Jodoigne,Brabant Wallon,"rez, vestiaire arbitre Terrain de Football",,,," Rue des Beaux Prés, Jodoigne, Brabant Wallon, Belgium 1370",50.74086,4.81841
1699,,Drève du Tennis ,25.0,1780.0,Wemmel,Vlaams-Brabant,entrée clubhouse 1ière étage,,,,"25.0 Drève du Tennis , Wemmel, Vlaams-Brabant, Belgium 1780",50.905124,4.301862
1700,,Avenue Huyberechts,13.0,1340.0,Heppignies,Brabant Wallon,rez,,,,"13.0 Avenue Huyberechts, Heppignies, Brabant Wallon, Belgium 1340",50.7257267,4.872903
1701,,Schommelei ,5.0,2850.0,Boom,Antwerpen,medisch kabinet,,,,"5.0 Schommelei , Boom, Antwerpen, Belgium 2850",51.0883759,4.3746771
1702,,Rue Chemin Struykbeken ,2.0,1200.0,Bruxelles,Bruxelles-Brussel,rez entrée vestiaires,,,,"2.0 Rue Chemin Struykbeken , Bruxelles, Bruxelles-Brussel, Belgium 1200",50.8427374,4.4435718
1703,,Rue de St. Ghislain,,7950.0,Chièvres,Hainaut,"rez, vestiaire arbitre",,,," Rue de St. Ghislain, Chièvres, Hainaut, Belgium 7950",50.5639938,3.806165
1704,,Chaussée de Marche ,273.0,5100.0,JambesNamur),Namur,bureau directrice,,,,"273.0 Chaussée de Marche , JambesNamur), Namur, Belgium 5100",50.4495349,4.8933676
1705,,Nijverheidsstraat,30.0,2260.0,Oevel,Antwerpen,"glvl, EHBO lok Estane afd",,,,"30.0 Nijverheidsstraat, Oevel, Antwerpen, Belgium 2260",51.1401185,4.9156547
1706,,Nijverheidsstraat,30.0,2260.0,OEVEL,Antwerpen,"glvl, EHBO lok, TempRite",,,,"30.0 Nijverheidsstraat, OEVEL, Antwerpen, Belgium 2260",51.1401185,4.9156547
1707,,Rue de la Gravalle,,6742.0,Chantemelle,Luxembourg,"rez, local technique",,,," Rue de la Gravalle, Chantemelle, Luxembourg, Belgium 6742",49.6545369,5.6503065
1708,,Esplanade René Magritte,,6900.0,MARCHE-EN-FAMENNE,Luxembourg,"rez, accueil cliënt",,,," Esplanade René Magritte, MARCHE-EN-FAMENNE, Luxembourg, Belgium 6900",50.221835,5.355811699999999
1709,,Romeinsesteenweg ,564.0,1853.0,Strombeek-Bever,Vlaams-Brabant,"glvl, links receptie",,,,"564.0 Romeinsesteenweg , Strombeek-Bever, Vlaams-Brabant, Belgium 1853",50.9014936,4.3487307
1710,,Marnixlaan,17.0,1000.0,Brussel,Bruxelles-Brussel,"3e verdiep, printerlokaal",,,,"17.0 Marnixlaan, Brussel, Bruxelles-Brussel, Belgium 1000",50.8395754,4.3645111
1711,,Rijksweg ,1.0,2870.0,Puurs,Antwerpen,"glvl, balie receptie",,,,"1.0 Rijksweg , Puurs, Antwerpen, Belgium 2870",51.0642255,4.3188753
1712,,Rijnkaai ,37.0,2000.0,Antwerpen,Antwerpen,"7e verd, links aan receptie",,,,"37.0 Rijnkaai , Antwerpen, Antwerpen, Belgium 2000",51.2313153,4.4029316
1713,,Braderijstraat,11.0,2000.0,Antwerpen,Antwerpen,"glvl, receptiebalie",,,,"11.0 Braderijstraat, Antwerpen, Antwerpen, Belgium 2000",51.222223,4.3998106
1714,,Rue Sauvegarde ,,5530.0,Evrehailles,Namur,,,,," Rue Sauvegarde , Evrehailles, Namur, Belgium 5530",50.32091,4.91289
1715,,Route de Mons ,,6140.0,Fontaine-l Evêque,Hainaut,rez-de-chaussée,,,," Route de Mons , Fontaine-l Evêque, Hainaut, Belgium 6140",50.4067659,4.3090389
1716,,Route de Philippeville ,49.0,6120.0,Nalinnes,Hainaut,porte fond du couloir,,,,"49.0 Route de Philippeville , Nalinnes, Hainaut, Belgium 6120",50.3309034,4.475671
1717,,Rue Saint-Martain ,94.0,6120.0,Nalinnes,Hainaut,rez mur enface cafétaria,,,,"94.0 Rue Saint-Martain , Nalinnes, Hainaut, Belgium 6120",50.3156396,4.3841527
1718,,Rue Pauline Hubert ,34.0,6470.0,Rance,Hainaut,vestaires,,,,"34.0 Rue Pauline Hubert , Rance, Hainaut, Belgium 6470",50.1470832,4.2846582
1719,,Rue du Huitbuvette,,6141.0,Forchies-la-Marche,Hainaut,,,,," Rue du Huitbuvette, Forchies-la-Marche, Hainaut, Belgium 6141",50.4347439,4.3248728
1720,,Oostvaartdijk,10.0,1850.0,Grimbergen,Vlaams-Brabant,inkomhal kantoorgebouw,,,,"10.0 Oostvaartdijk, Grimbergen, Vlaams-Brabant, Belgium 1850",50.9656009,4.4010107
1721,,Rue du Radoux,,1480.0,Tubize,Brabant Wallon,buvette,,,," Rue du Radoux, Tubize, Brabant Wallon, Belgium 1480",50.70396,4.16928
1722,,Route de Neufchateau,324.0,6700.0,Arlon,Luxembourg,"rez, accueil",,,,"324.0 Route de Neufchateau, Arlon, Luxembourg, Belgium 6700",49.6855726,5.8039695
1723,,Chemins des Coeuvins,,6720.0,Habay,Luxembourg,,,,," Chemins des Coeuvins, Habay, Luxembourg, Belgium 6720",49.7025939,5.6291071
1724,,Route d Arlon,199.0,6780.0,Messancy,Luxembourg,entrée à l accueil,,,,"199.0 Route d Arlon, Messancy, Luxembourg, Belgium 6780",49.591141,5.8083627
1725,,Rue Clos des Saules,33.0,7700.0,Mouscron,Hainaut,vestiaire salle des kinés,,,,"33.0 Rue Clos des Saules, Mouscron, Hainaut, Belgium 7700",50.7339466,3.2124757
1726,,Rue Clos des Saules,33.0,7700.0,MOUSCRON,Hainaut,INFIRMERIE TRIBUNE 1l,,,,"33.0 Rue Clos des Saules, MOUSCRON, Hainaut, Belgium 7700",50.7339466,3.2124757
1727,,Drève de l Arc en Ciel,98.0,6700.0,Arlon,Luxembourg,"rez, bât adm. accueil",,,,"98.0 Drève de l Arc en Ciel, Arlon, Luxembourg, Belgium 6700",49.6754112,5.7871309
1728,,Route de Beausaint,3.0,6971.0,Champlon,Luxembourg,,,,,"3.0 Route de Beausaint, Champlon, Luxembourg, Belgium 6971",50.1343783,5.4908395
1729,,Avenue Mathieu,37.0,6600.0,Bastogne,Luxembourg,,,,,"37.0 Avenue Mathieu, Bastogne, Luxembourg, Belgium 6600",50.0007,5.71386
1730,,Rue de l Abattoir,15.0,5070.0,Fosses-la-Ville,Namur,cafétaria,,,,"15.0 Rue de l Abattoir, Fosses-la-Ville, Namur, Belgium 5070",50.4002937,4.6914155
1731,,Place Saint Lambert,,4000.0,Liège,Liège,accueil,,,," Place Saint Lambert, Liège, Liège, Belgium 4000",50.6456222,5.5736201
1732,,Rue Paix-Dieu,,4540.0,Amay,Liège,accueil,,,," Rue Paix-Dieu, Amay, Liège, Belgium 4540",50.568798,5.2854256
1733,,Rue de l Etoile,7.0,5000.0,Namur,Namur,"1ière étage, accueil",,,,"7.0 Rue de l Etoile, Namur, Namur, Belgium 5000",50.4656962,4.8700679
1734,Appareil fixe-Vast apparaat,rue d Iseghem,111.0,7700.0,mouscron,Hainaut,A la cafétariat de la salle de Judo,Oui-Ja,Non-Nee,En fonction des horaires d occupation,"111.0 rue d Iseghem, mouscron, Hainaut, Belgium 7700",50.7478002,3.2073953
1735,Appareil fixe-Vast apparaat,Place Charles Degaulle ,9.0,7700.0,Mouscron,Hainaut,"Intérieur : Milieu du foyer (près du bar)
",Oui-Ja,Non-Nee,Accessible lors d une activité au Marius Staquet ,"9.0 Place Charles Degaulle , Mouscron, Hainaut, Belgium 7700",50.7450596,3.2103836
1736,Appareil fixe-Vast apparaat,Avenue de la Dynastie,23.0,7700.0,mouscron,Hainaut,"Hall d entrée du bâtiment ""Vestiaires"" du stade de football du Risquons-Tout",Oui-Ja,Non-Nee,En fonction des horaires d occupation,"23.0 Avenue de la Dynastie, mouscron, Hainaut, Belgium 7700",50.75627,3.18599
1737,Appareil fixe-Vast apparaat,Chaussée d Aelbeke ,0.0,7700.0,Mouscron,Hainaut,Intérieur : Couloir menant aux vestiaires du bas (plaine de Neckere),Oui-Ja,Non-Nee,Accessible lors d une activité sur le Plaine de Neckere ,"0.0 Chaussée d Aelbeke , Mouscron, Hainaut, Belgium 7700",50.7568308,3.2221969
1738,Appareil fixe-Vast apparaat,rue de la Cabocherie,84.0,7711.0,Dottignies,Hainaut,"Intérieur : Local d’accueil, bâtiment sous le nouveau bâtiment à deux étages
",Oui-Ja,Non-Nee,Accessible lors d une activité au stade,"84.0 rue de la Cabocherie, Dottignies, Hainaut, Belgium 7711",50.7309498,3.3189239
1739,,Ruelle des Cinq Bonniers ,,7062.0,Naast,Hainaut,Buvette,,,," Ruelle des Cinq Bonniers , Naast, Hainaut, Belgium 7062",50.55261,4.10077
1740,,Rue Saint Donat,15.0,5640.0,Mettet,Namur,"Hall, distributeur boissons",,,,"15.0 Rue Saint Donat, Mettet, Namur, Belgium 5640",50.3030235,4.65234
1741,,Rue François Dimanche ,33.0,6250.0,Aiseau-Presles,Hainaut,salle de sports,,,,"33.0 Rue François Dimanche , Aiseau-Presles, Hainaut, Belgium 6250",50.4297897,4.5718366
1742,,Rue Joseph Wauters,,6224.0,Wanfercée-Baulet,Hainaut,"derrière cafétaria, couloir",,,," Rue Joseph Wauters, Wanfercée-Baulet, Hainaut, Belgium 6224",50.4646218,4.5854579
1743,,Rue Emile Vandervelde ,5.0,6182.0,Souvret,Hainaut,1ière étage salle réunion,,,,"5.0 Rue Emile Vandervelde , Souvret, Hainaut, Belgium 6182",50.4455453,4.3548947
1744,,Espace Européen d entreprise,,6560.0,Erquelinnes,Hainaut,,,,," Espace Européen d entreprise, Erquelinnes, Hainaut, Belgium 6560",50.315503,4.1668104
1745,,Place Alcantara,5.0,7181.0,Arquennes,Hainaut,couloir,,,,"5.0 Place Alcantara, Arquennes, Hainaut, Belgium 7181",50.5678375,4.2748602
1746,,Rue Abbaye d Aulne,2.0,6142.0,Leernes,Hainaut,accueil,,,,"2.0 Rue Abbaye d Aulne, Leernes, Hainaut, Belgium 6142",50.370275,4.3352662
1747,,Rue St. Antoine,6.0,7300.0,Boussu,Hainaut,"hall d entrée, gauche",,,,"6.0 Rue St. Antoine, Boussu, Hainaut, Belgium 7300",50.4128983,3.7756542
1748,,Rue du Cercle de Tir,20.0,5590.0,Achêne,Namur,cafétaria,,,,"20.0 Rue du Cercle de Tir, Achêne, Namur, Belgium 5590",50.2655298,5.0640032
1749,,De Kleetlaan,,1831.0,Diegem,Vlaams-Brabant,"4e verd, rechts receptiebalie",,,," De Kleetlaan, Diegem, Vlaams-Brabant, Belgium 1831",50.8875826,4.4486562
1750,,Stoepestraat ,,9660.0,Assenede,Oost-Vlaanderen,glvl deur EHBO lokaal,,,," Stoepestraat , Assenede, Oost-Vlaanderen, Belgium 9660",50.79614369999999,3.742407
1751,,Rue de Petin,,6464.0,Baileux,Hainaut,vestiare de l arbitre,,,," Rue de Petin, Baileux, Hainaut, Belgium 6464",50.0322507,4.3767178
1752,,Rue Martin Sandron,141.0,5680.0,Doische,Namur,"rez, hall entrée",,,,"141.0 Rue Martin Sandron, Doische, Namur, Belgium 5680",50.1377724,4.7474105
1753,,Diepestraat,3.0,2580.0,Putte,Antwerpen,buiten aan gevel politiebureel,,,,"3.0 Diepestraat, Putte, Antwerpen, Belgium 2580",51.0605144,4.6698923
1754,,Rue de Binche S/N,,6567.0,Merbes-le-Château,Hainaut,buvette,,,," Rue de Binche S/N, Merbes-le-Château, Hainaut, Belgium 6567",50.333598,4.1750921
1755,,Rue Pré de la Haye,69.0,4680.0,Oupeye,Liège,réz buvette,,,,"69.0 Rue Pré de la Haye, Oupeye, Liège, Belgium 4680",50.704461,5.6465172
1756,,Rue Amérique,23.0,5651.0,Somzée,Namur,,,,,"23.0 Rue Amérique, Somzée, Namur, Belgium 5651",50.292059,4.4956471
1757,,Rue Sifride Demoulin,39.0,6240.0,Farciennes,Hainaut,stand de Tir,,,,"39.0 Rue Sifride Demoulin, Farciennes, Hainaut, Belgium 6240",50.424897,4.5439446
1758,,Salvialaan,1.0,3870.0,Heers,Limburg,achterkant admin. Centrum,,,,"1.0 Salvialaan, Heers, Limburg, Belgium 3870",50.7522878,5.2944915
1759,,Rue Feronstree,82.0,4000.0,Liège,Liège,"poste de garde, accueil",,,,"82.0 Rue Feronstree, Liège, Liège, Belgium 4000",50.6468491,5.5805433
1760,,Rue Burenville,46.0,4000.0,Liège,Liège,,,,,"46.0 Rue Burenville, Liège, Liège, Belgium 4000",50.6402381,5.5443088
1761,,Rue de Laveu,52.0,4000.0,Liège,Liège,local maître nageurs,,,,"52.0 Rue de Laveu, Liège, Liège, Belgium 4000",50.6294554,5.5533203
1762,,Rue de Xhovemont,145.0,4000.0,Liège,Liège,local maître nageurs,,,,"145.0 Rue de Xhovemont, Liège, Liège, Belgium 4000",50.5207026,5.6414938
1763,,Avenue de la Belle Voie,28.0,1300.0,Wavre,Brabant Wallon,rez club house,,,,"28.0 Avenue de la Belle Voie, Wavre, Brabant Wallon, Belgium 1300",50.7207717,4.6197156
1764,,Judenstrasse,91.0,4700.0,Eupen,Liège,couloir vestiaires,,,,"91.0 Judenstrasse, Eupen, Liège, Belgium 4700",50.6259683,6.0387838
1765,,Rue des Etudiants,2.0,7700.0,Mouscron,Hainaut,hall salle sport,,,,"2.0 Rue des Etudiants, Mouscron, Hainaut, Belgium 7700",50.7403777,3.2162477
1766,,Kanaalweg,87.0,3980.0,Tessenderlo,Limburg,bedienden ingang,,,,"87.0 Kanaalweg, Tessenderlo, Limburg, Belgium 3980",51.0751694,5.1546684
1767,,Rue de Bertrix,,6890.0,Ochamps,Luxembourg,vestiaire arbitre,,,," Rue de Bertrix, Ochamps, Luxembourg, Belgium 6890",49.9167749,5.2771291
1768,,Rue du Merlo,1.0,1180.0,Bruxelles,Bruxelles-Brussel,"accueil, rez",,,,"1.0 Rue du Merlo, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.7985894,4.3228672
1769,,Bruggestraat,14.0,8820.0,Torhout,West-Vlaanderen,"zwembad, buiten ingang",,,,"14.0 Bruggestraat, Torhout, West-Vlaanderen, Belgium 8820",51.0810294,3.1149417
1770,,Industrielaan,2.0,8820.0,TORHOUT,West-Vlaanderen,buiten links van de voordeur,,,,"2.0 Industrielaan, TORHOUT, West-Vlaanderen, Belgium 8820",51.0726141,3.1036571
1771,,Bruggestraat,29.0,8820.0,TORHOUT,West-Vlaanderen,buitenkast op tickethuisje,,,,"29.0 Bruggestraat, TORHOUT, West-Vlaanderen, Belgium 8820",51.0810294,3.1149417
1772,,Steenveldstraat z/n,,8820.0,TORHOUT,West-Vlaanderen,buitenkast kantine,,,," Steenveldstraat z/n, TORHOUT, West-Vlaanderen, Belgium 8820",51.0834721,3.0895758
1773,,Baarsstraat,,8820.0,TORHOUT,West-Vlaanderen,buitenkast aan voetsproeiers,,,," Baarsstraat, TORHOUT, West-Vlaanderen, Belgium 8820",51.0920821,3.0715757
1774,,Koornbloemstraat,65.0,8820.0,TORHOUT,West-Vlaanderen,abtenkast kleedkamer scheids,,,,"65.0 Koornbloemstraat, TORHOUT, West-Vlaanderen, Belgium 8820",51.0824375,3.1444148
1775,,Bruggestraat,14.0,8820.0,TORHOUT,West-Vlaanderen,"stadion,buiten lokaal toezichter",,,,"14.0 Bruggestraat, TORHOUT, West-Vlaanderen, Belgium 8820",51.0810294,3.1149417
1776,,Hopland,24.0,2000.0,Antwerpen,Antwerpen,dispatching uitrit voertuigen,,,,"24.0 Hopland, Antwerpen, Antwerpen, Belgium 2000",51.2167179,4.4112526
1777,,Rooseveltplaats,12.0,2060.0,Antwerpen,Antwerpen,dispatching uitrit voertuigen,,,,"12.0 Rooseveltplaats, Antwerpen, Antwerpen, Belgium 2060",51.2193532,4.4172762
1778,,Koningin Elisabethlei,38.0,2300.0,Turnhout,Antwerpen,"glvl, thv dokterskabinet",,,,"38.0 Koningin Elisabethlei, Turnhout, Antwerpen, Belgium 2300",51.3310996,4.9485678
1779,,Heistraat,88.0,9100.0,Sint-Niklaas,Oost-Vlaanderen,"glvl, personeelsingang thv secret.",,,,"88.0 Heistraat, Sint-Niklaas, Oost-Vlaanderen, Belgium 9100",51.1751815,4.1331634
1780,,Lamorinièrestraat ,231.0,2018.0,Antwerpen,Antwerpen,"glvl, inkomhal",,,,"231.0 Lamorinièrestraat , Antwerpen, Antwerpen, Belgium 2018",51.2035955,4.420659
1781,,Guldensporenpark,52.0,9820.0,Merelbeke,Oost-Vlaanderen," glvl, inkomhal",,,,"52.0 Guldensporenpark, Merelbeke, Oost-Vlaanderen, Belgium 9820",51.0043634,3.7548471
1782,,Brusselsesteenweg ,199.0,9090.0,Melle,Oost-Vlaanderen,"O&T=W, glvl, inkomhal",,,,"199.0 Brusselsesteenweg , Melle, Oost-Vlaanderen, Belgium 9090",51.0079311,3.793974
1783,,Brusselsesteenweg,199.0,9090.0,Melle,Oost-Vlaanderen,"hoofdgeb, glvl, thv inkom",,,,"199.0 Brusselsesteenweg, Melle, Oost-Vlaanderen, Belgium 9090",51.0079311,3.793974
1784,,Moorselstraat,15.0,9160.0,Lokeren,Oost-Vlaanderen," glvl, doorgang magazijn",,,,"15.0 Moorselstraat, Lokeren, Oost-Vlaanderen, Belgium 9160",51.122963,3.961424699999999
1785,,Ter Waarde,90.0,8900.0,Ieper,West-Vlaanderen,"glvl inkom achteraan, EHBO lok.",,,,"90.0 Ter Waarde, Ieper, West-Vlaanderen, Belgium 8900",50.8687819,2.8929377
1786,,President Kennedypark ,12.0,8500.0,Kortrijk,West-Vlaanderen,"glvl, inkombalie",,,,"12.0 President Kennedypark , Kortrijk, West-Vlaanderen, Belgium 8500",50.8004697,3.2735276
1787,,Bomastraat,11.0,9000.0,Gent,Oost-Vlaanderen," glvl, inkom Blok A, naast lift",,,,"11.0 Bomastraat, Gent, Oost-Vlaanderen, Belgium 9000",51.0616867,3.7316587
1788,,Scheepsdalelaan,536.0,8000.0,Brugge,West-Vlaanderen,"1e verd. Blok A, trappenhal",,,,"536.0 Scheepsdalelaan, Brugge, West-Vlaanderen, Belgium 8000",51.2170831,3.2128501
1789,,Electriciteitsstraat ,,2800.0,Mechelen,Antwerpen," glvl, inkomhal",,,," Electriciteitsstraat , Mechelen, Antwerpen, Belgium 2800",51.03685,4.47051
1790,,Elektriciteitstraat  ,,2800.0,Mechelen,Antwerpen,"glvl, Inkomhal",,,," Elektriciteitstraat  , Mechelen, Antwerpen, Belgium 2800",51.03685,4.47051
1791,,Industrielaan,2.0,9320.0,Erembodegem,Oost-Vlaanderen,"glvl, personeelsingang, thv trap",,,,"2.0 Industrielaan, Erembodegem, Oost-Vlaanderen, Belgium 9320",50.912736,4.0424721
1792,,Merksemsesteenweg,233.0,2600.0,Berchem,Antwerpen,"glvl, inkomhal thv secr",,,,"233.0 Merksemsesteenweg, Berchem, Antwerpen, Belgium 2600",51.2332289,4.4569958
1793,,Aarschotsesteenweg,58.0,3012.0,Leuven,Vlaams-Brabant,"glvl, klantenkantoor",,,,"58.0 Aarschotsesteenweg, Leuven, Vlaams-Brabant, Belgium 3012",50.9163257,4.7168166
1794,,Rue des Clos Fleuris,15.0,5570.0,Beauraing,Namur,vestiaire arbitre,,,,"15.0 Rue des Clos Fleuris, Beauraing, Namur, Belgium 5570",50.1114757,4.9507631
1795,,Emile Jacqmainlaan ,135.0,1000.0,Brussel,Bruxelles-Brussel,"glvl, nst verzendingslok.",,,,"135.0 Emile Jacqmainlaan , Brussel, Bruxelles-Brussel, Belgium 1000",50.8539264,4.3541238
1796,,Boulevard de la Woluwe,46.0,1200.0,Bruxelles,Bruxelles-Brussel,"rez, réception à gauche",,,,"46.0 Boulevard de la Woluwe, Bruxelles, Bruxelles-Brussel, Belgium 1200",50.838383,4.4350124
1797,,Rue des Villas,,4100.0,Seraing,Liège,,,,," Rue des Villas, Seraing, Liège, Belgium 4100",50.5810952,5.5092364
1798,,Antwerpsesteenweg ,145.0,2800.0,Mechelen,Antwerpen,onthaal,,,,"145.0 Antwerpsesteenweg , Mechelen, Antwerpen, Belgium 2800",51.050707,4.4659978
1799,,Place D. Costy,,5032.0,Mazy,Namur,à gauche entrée principale,,,," Place D. Costy, Mazy, Namur, Belgium 5032",50.5095321,4.6736947
1800,,Avenue des Chênes,,1180.0,Bruxelles,Bruxelles-Brussel,,,,," Avenue des Chênes, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.7960544,4.3767886
1801,,Kabbeekvest,110.0,3300.0,Tienen,Vlaams-Brabant,glvl naast front office,,,,"110.0 Kabbeekvest, Tienen, Vlaams-Brabant, Belgium 3300",50.8128082,4.9389494
1802,,Rue du Cheval Blanc ,62.0,4852.0,Plombières,Liège,poste central bât. Buvette,,,,"62.0 Rue du Cheval Blanc , Plombières, Liège, Belgium 4852",50.7304032,5.9377747
1803,,Rue du Puits Périersite,,6180.0,Courcelles,Hainaut,,,,," Rue du Puits Périersite, Courcelles, Hainaut, Belgium 6180",50.433844,4.4003613
1804,,Rue Sentier des Planches ,34.0,7011.0,Ghlin,Hainaut,"rez, box d etalons",,,,"34.0 Rue Sentier des Planches , Ghlin, Hainaut, Belgium 7011",50.4734205,3.9020112
1805,,Desquinlei ,244.0,2018.0,Antwerpen,Antwerpen,"glvl, overdekte Aula",,,,"244.0 Desquinlei , Antwerpen, Antwerpen, Belgium 2018",51.1932236,4.40821
1806,,Rue de la Carbo ,10.0,7333.0,Tertre,Hainaut,salle de controle,,,,"10.0 Rue de la Carbo , Tertre, Hainaut, Belgium 7333",50.4777273,3.8063114
